"","x"
"1777","RT @DillWithIt11: I have much more than one - Coles Crew for the win!!! #InternetFriendDay  https://t.co/yAcRqof3m5"
"1778","@JayMullato i respect it lol"
"1779","I have much more than one - Coles Crew for the win!!! #InternetFriendDay  https://t.co/yAcRqof3m5"
"1780","Ensima no pasan mas los coles .."
"1781","@MurdochPippa and thank you‚ù§Ô∏è‚ù§Ô∏è‚ù§Ô∏è"
"1782","@MurdochPippa nooo idea, dnt no where to loookÌ†ΩÌ±éÌ†ºÌøºxx"
"1783","RT @ComplexMag: .@JColeNC's 'Born Sinner' and 'Cole World: The Sideline Story' are now certified platinum. https://t.co/WP2IWbboBU"
"1784","@HotKNLR J Coles Cole World The Sideline Story &amp;amp Born Sinnr Both Went Platinum https://t.co/MXUBuc6YZ0 #Fayetteville #JColeNC #NickiMinaj"
"1785","@HotKNLR J Coles Cole World The Sideline Story &amp;amp Born Sinnr Both Went Platinum https://t.co/LvMCFGUIb9"
"1786","@HotKNLR J Coles Cole World The Sideline Story &amp;amp Born Sinnr Both Went Platinum #Fayetteville #JColeNC #NickiMinaj https://t.co/rWewt8PY16"
"1787","RT @cameron_worthy: UNDEFEATED TODAYÌ†ºÌøÜÌ†ºÌøê"
"1788","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1789","Everyone jaming on Kanye new album, I'm here waiting for J. Coles album..."
"1790","@bel_coles do you have any idea on what you want? You'll look amazing! Xx"
"1791","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1792","RT @mcafrikazim: J. Cole's First Two Albums Have Officially Went Platinum! - https://t.co/hb976bWwCO #IFWT"""
"1793","Swƒôdzi mnie brew"
"1794","RT @erinasimon: J Cole's 'Born Sinner' And 'Cole World: The Sideline Story' Both Hit Platinum https://t.co/SxAclEp5TG https://t.co/nqWDdUqK‚Ä¶"
"1795","@A_dot_Coles lol I was pressed"
"1796","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1797","@MurdochPippa ah sounds amaze,no i havent ah stressing sooo muchhhhÌ†ΩÌ∏Öx"
"1798","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1799","Really? @ComplexMusic: .@JColeNC's 'Born Sinner' and 'Cole World: The Sideline Story' are now certified platinum. https://t.co/5NFQIgZSRE"""
"1800","J. Cole's First Two Albums Have Officially Went Platinum! - https://t.co/hb976bWwCO #IFWT"""
"1801","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1802","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1803","https://t.co/tLfgrwaDC5"
"1804","@bel_coles it's arriving in a few weeks because of alternations that need to be made, so I will thenÌ†ΩÌ∏ò such a pain!! Have you got yours yet?Ì†ΩÌ≤ì"
"1805","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1806","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1807","@HotKNLR J. Cole's 'Cole World: The ... #Fayetteville #JColeNC #NickiMinaj #SidelineStory #SinnerColeWorld https://t.co/aZCxKijbyF"
"1808","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1809","the new twitter is vile"
"1810","RT @shitmike1: Karma is a bitch and that bitch don't love u"
"1811","@MurdochPippa show me show me show me"
"1812","RT @ThatDudeAaronA: J Coles albums have all gone platinum!! Killin the game!"
"1813","Thats love.  https://t.co/iwtisl4XRc"
"1814","#housemusic 4th Measure Men - 4 You (Maya Jane Coles Remix) https://t.co/CUhAzfOaSw"
"1815","In IN LOVE With J.coles Music"
"1816","J. Cole‚Äôs ‚ÄúBorn Sinner‚Äù &amp; ‚ÄúCole World: The Sideline Story‚Äù Are Now Platinum https://t.co/SRIAziCXs6 Via @ButIsItNEW"
"1817","J. Cole‚Äôs ‚ÄúBorn Sinner‚Äù &amp; ‚ÄúCole World: The Sideline Story‚Äù Are Now Platinum https://t.co/KMGi7tsHyn Via @ButIsItNEW"
"1818","J. Cole‚Äôs ‚ÄúBorn Sinner‚Äù &amp; ‚ÄúCole World: The Sideline Story‚Äù Are Now Platinum https://t.co/adPrGYBPy6 Via @ButIsItNEW"
"1819","RT @ComplexMag: .@JColeNC's 'Born Sinner' and 'Cole World: The Sideline Story' are now certified platinum. https://t.co/WP2IWbboBU"
"1820","@certhomasxo @MastermindMC I'm weakÌ†ΩÌ∏ÇÌ†ΩÌ∏Ç"
"1821","RT @ComplexMag: .@JColeNC's 'Born Sinner' and 'Cole World: The Sideline Story' are now certified platinum. https://t.co/WP2IWbboBU"
"1822","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1823","Being bitter about Valentine's Day won't get you any closer to actually having a Valentine Ì†ΩÌ∏ä"
"1824","In all reality, how many of yall fuckin tonight?"
"1825","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1826","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1827","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1828","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1829","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1830","RT @KEColeswriting: What can you buy for 99p these days? My books, that's what! On Countdown for a week - woo! https://t.co/eHEZK6Lvfu http‚Ä¶"
"1831","RT @PLZayn1: I fell in love with you.
I a sunset, filled with the scent of the wind,
When I recall your voice I become happy.' https://t.co‚Ä¶"
"1832","RT @ComplexMag: .@JColeNC's 'Born Sinner' and 'Cole World: The Sideline Story' are now certified platinum. https://t.co/WP2IWbboBU"
"1833","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1834","I liked a @YouTube video from @destorm https://t.co/MRXJMBywai DeStorm Power - Victory Dance - feat T-Coles (Audio)"
"1835","I need a asap wierdo record b...."
"1836","RT @ComplexMag: .@JColeNC's 'Born Sinner' and 'Cole World: The Sideline Story' are now certified platinum. https://t.co/WP2IWbboBU"
"1837","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1838","A la za√≠ra le regalaron coles con corbatas, le puse uno hace un rato y ahora veo que se lo sac√≥ y lo hizo mierda"
"1839","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1840","RT @NatKingColeHope: Honoring the Cole Legacy by #KeepingMusicAlive! @TheGRAMMYs #NKCGH #NatalieCole #NatKingCole #Unforgettable https://t.‚Ä¶"
"1841","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1842","J. Cole Just Earned Two MAJOR Accolades https://t.co/pv3HRLf9ER"
"1843","J. Cole Just Earned Two MAJOR Accolades https://t.co/5NTvixWDfO"
"1844","RT @ComplexMag: .@JColeNC's 'Born Sinner' and 'Cole World: The Sideline Story' are now certified platinum. https://t.co/WP2IWbboBU"
"1845","Low key i kinda was lookong forward to a tory v drake battle..."
"1846","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1847","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1848","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1849","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1850","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1851","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1852","RT @bjnovak: Happy Anniversary to Ryan &amp; Kelly. http://t.co/i8BBRgkLUC"
"1853","RT @foraneasylife: Just brief sample of The Royals @SCTFC why not see them v Darlington 1883 Coles Lane, Sutton Coldfield on Sat 20th? http‚Ä¶"
"1854","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1855","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1856","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1857","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1858","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1859","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1860","Si supieran lo mal q andan los coles no estar√≠an tan sonrientes... https://t.co/rWYBhIbIPy"
"1861","Money and violence season 1
Respect life
848
Binge."
"1862","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1863","RT @ComplexMag: .@JColeNC's 'Born Sinner' and 'Cole World: The Sideline Story' are now certified platinum. https://t.co/WP2IWbboBU"
"1864","@HotKNLR J Coles Cole World The Sideline Story &amp;amp Born Sinnr Both Went Platinum https://t.co/DPHxtJGDAU #Fayetteville #JColeNC #NickiMinaj"
"1865","@HotKNLR J Coles Cole World The Sideline Story &amp;amp Born Sinnr Both Went Platinum https://t.co/8LezpgNvb3"
"1866","@HotKNLR J Coles Cole World The Sideline Story &amp;amp Born Sinnr Both Went Platinum #Fayetteville #JColeNC #NickiMinaj https://t.co/XHPhQyR3Mu"
"1867","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1868","J. Cole‚Äôs ‚ÄòBorn Sinner‚Äô and ‚ÄòCole World: The Sideline Story‚Äô Are Now Certified Platinum https://t.co/Gj9ZHgrl7L"
"1869","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1870","RT @funkflex: J. Cole's First Two Albums Have Officially Went Platinum! - https://t.co/yhiEk6D4Om #IFWT"
"1871","@autoshowcanada is one of my favourite things about winter in Toronto! Ì†ΩÌ∫òÌ†ΩÌ∫óÌ†ΩÌ∫ò https://t.co/l9LC5UV6Kd"
"1872","j coles verse on warm enough is sleep"
"1873","JCole is Keisha Coles brother who had a huge come up"
"1874","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1875","Chilled Saturday night in with bae Ì†ΩÌ∏òÌ†ΩÌ∏çÌ†ΩÌ≤úÌ†ºÌΩïÌ†ºÌΩü https://t.co/ftxDk1jomo"
"1876","@hemmingsPL *odchylilem g≈Çowƒô do ty≈Çu* moja mala ciasna duoeczka"
"1877","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1878","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1879","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1880","@ColeS_PL *zdjalem swoje bokserki i twoje, ujalem Twojego penisa w d≈Ço≈Ñ ≈ºeby go przytrzymaƒá i zaczƒÖ≈Çem siƒô powoli na niego nabijaƒá*"
"1881","Females never get it right b..."
"1882","All that and she still chose a fuck nigga.  https://t.co/5pWiMQdFeh"
"1883","RT @ComplexMusic: .@JColeNC's 'Born Sinner' and 'Cole World: The Sideline Story' are now certified platinum. https://t.co/RJT3Er6RH6"
"1884","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1885","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1886","RT @DealWithNoDeal: Platinum Plaques: @JColeNC's first 2 albums reach platinum status. https://t.co/U0qms9r5pw https://t.co/xocDxMz0Kw"
"1887","So that means all of J. Coles albums have gone platinum Ì†ΩÌ∏É Cole World, Born Sinner &amp; Forest Hill Drive"
"1888","RT @ComplexMag: .@JColeNC's 'Born Sinner' and 'Cole World: The Sideline Story' are now certified platinum. https://t.co/WP2IWbboBU"
"1889","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1890","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1891","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1892","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1893","@hemmingsPL *wypialem biodra w twoja strone* czytasz mi w myslach *docisnalem krocze do twojego*"
"1894","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1895","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1896","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1897","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1898","Too many Coles. God save us."
"1899","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1900","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1901","@ColeS_PL mogƒô na tobie usiƒÖ≈õƒá*muskalem twoja szyjke √ó Panie prezesie"
"1902","RT @ComplexMag: .@JColeNC's 'Born Sinner' and 'Cole World: The Sideline Story' are now certified platinum. https://t.co/WP2IWbboBU"
"1903","@VictoriaPolice - thank you. I am scared to go out for quick Coles run after dark because of thugs like this!"
"1904","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1905","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1906","@hemmingsPL lukey *jeknalem ≈õciskajƒÖc twojƒÖ pupe * proszƒô ciƒô"
"1907","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1908","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1909","Coles de bruselas fritas con salsa XO casera. Brillante. @bibodanigarcia https://t.co/iufWIe0Dza https://t.co/wRnKgYnQpF"
"1910","RT funkflex: J. Cole's First Two Albums Have Officially Went Platinum! - https://t.co/mjIVJb262h #IFWT"
"1911","RT @ComplexMusic: .@JColeNC's 'Born Sinner' and 'Cole World: The Sideline Story' are now certified platinum. https://t.co/RJT3Er6RH6"
"1912","RT @KEColeswriting: What can you buy for 99p these days? My books, that's what! On Countdown for a week - woo! https://t.co/eHEZK6Lvfu http‚Ä¶"
"1913","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1914","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1915","Coles dad is precious but needs to stop talking to me before I have a panic attack"
"1916","RT @ComplexMag: .@JColeNC's 'Born Sinner' and 'Cole World: The Sideline Story' are now certified platinum. https://t.co/WP2IWbboBU"
"1917","Coles Phillips FADEAWAY GIRL w BLUE &amp; WHITE BASKET QUILT 1912 Antique Print Matt https://t.co/CYnLgSukVX https://t.co/0KRwEa2AIT"
"1918","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1919","J Coles albums have all gone platinum!! Killin the game!"
"1920","Peanut Butter Up &amp; Go 

Half Price @ Coles FAM"
"1921","@ColeS_PL *otarlem siƒô mocno o twoje krocze* ojoj ?*zagryzlem warge *"
"1922","RT @jcpalominotic: ¬øPara cuando la educaci√≥n #emocional  en el curr√≠culo? Algunos coles como @escolasadako ya lo hacen. https://t.co/UU3xbb‚Ä¶"
"1923","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1924","REAL RT @DealWithNoDeal: Platinum Plaques: @JColeNC's first 2 albums reach platinum status. https://t.co/MR4jcaOlpG https://t.co/OgE9pZTWfz"
"1925","RT @ComplexMag: .@JColeNC's 'Born Sinner' and 'Cole World: The Sideline Story' are now certified platinum. https://t.co/WP2IWbboBU"
"1926","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1927","@hemmingsPL bardzo? Moje biedactwo *zajƒôcza≈Çem cicho * same my≈õli o tobie sprawiajƒÖ ≈ºe jezu ciasno mi"
"1928","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1929","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1930","@ColeS_PL *pokiwalem g≈ÇowƒÖ i zaczƒÖ≈Çem odpinac twoje spodnie* bardzo boli"
"1931","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1932","RT @MamaTereLeon: Men√∫ #SanValent√≠n #Leonesp #BarrioHumedo Segundo : Rodaballo con bechamel de hongos, coles confitadas al romero. https://‚Ä¶"
"1933","RT @MamaTereLeon: Men√∫ #SanValent√≠n #leonesp #BarrioHumedo Segundo : Rodaballo con bechamel de hongos, coles confitadas al romero. https://‚Ä¶"
"1934","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1935","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1936","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1937","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1938","RT @DealWithNoDeal: Platinum Plaques: @JColeNC's first 2 albums reach platinum status. https://t.co/U0qms9r5pw https://t.co/xocDxMz0Kw"
"1939","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1940","RT @ComplexMusic: .@JColeNC's 'Born Sinner' and 'Cole World: The Sideline Story' are now certified platinum. https://t.co/RJT3Er6RH6"
"1941","RT @MikePL_: https://t.co/ppBuGiGHFQ posika≈Çem siƒô prawie ze ≈õmiechu XDDDD"
"1942","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1943","@hemmingsPL chyba mnie zaraz tez zacznie bolec przez to twoje mruczenie *jednƒÖ d≈Çon polozylem na twoje krocze* taki gotowy"
"1944","RT @waltzingpendery: And now we say goodbye to the band acc until Coles birthday"
"1945","RT @ComplexMag: .@JColeNC's 'Born Sinner' and 'Cole World: The Sideline Story' are now certified platinum. https://t.co/WP2IWbboBU"
"1946","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1947","RT @ComplexMag: .@JColeNC's 'Born Sinner' and 'Cole World: The Sideline Story' are now certified platinum. https://t.co/WP2IWbboBU"
"1948","@ColeS_PL tam nisko *zamruczalem *"
"1949","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1950","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1951","RT @Tuna_the_dog: #thetunabookUK tour is officially wrapped! If you want a pawdographed copy, please visit https://t.co/Eqo4RX88o2 @BlinkPu‚Ä¶"
"1952","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1953","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1954","@hemmingsPL *polozylem dlonie na twoje posladki i odwzajemnilem* gdzie ten brzuszek cie boli"
"1955","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1956","@ColeS_PL *usiad≈Çem na twoich kolanach okrakiem i musnalem twoje usta *"
"1957","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1958","RT @DealWithNoDeal: Platinum Plaques: @JColeNC's first 2 albums reach platinum status. https://t.co/U0qms9r5pw https://t.co/xocDxMz0Kw"
"1959","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1960","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1961","@hemmingsPL to ciebie najpierw kostka bolala a teraz brzuch*smialem siƒô i zaparkowalem *chodz tu*pociƒÖgnalem cie na kolana i zamknalem okna*"
"1962","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1963","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1964","@llouiseh_29 I can send a photo that's the best I can do Ì†ΩÌ∏ÇÌ†ΩÌ∏Ç"
"1965","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1966","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1967","RT @highsnobiety: Its official, the new SUPREME campaign does feature Morrissey: https://t.co/zR8UAljURT"
"1968","As of today, all 3 of J Coles albums are platinum #GOAT @JColeNC"
"1969","RT @ComplexMag: .@JColeNC's 'Born Sinner' and 'Cole World: The Sideline Story' are now certified platinum. https://t.co/WP2IWbboBU"
"1970","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1971","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1972","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1973","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1974","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1975","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1976","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1977","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1978","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
"1979","RT @RapFavorites: J. Cole's first two albums, 'Cole World' &amp; 'Born Sinner,' have now officially gone platinum: https://t.co/srp2hI5VeI http‚Ä¶"
