"","x"
"2482","@WOOLWORTHS_SA no,i threw most if it away,im 8 months pregnant and dont have the energy to gp back and forth to the shops"
"2483","RT @FForensics: @WolfkidWookiee @WOOLWORTHS_SA @SA_info Best you answer expediently WW""s SA! Best you do! FACT! @EATegrity_Sonia @Travelwri‚Ä¶"
"2484","@tarynne_90135 Are you able to return the fruit to your closest Woolworths store for a replacement or full refund, Tarynne?"
"2485","I'm wearing my casual clothes and still k feel overdressed for this Woolworths"
"2486","Wow @woolworths_sa you really know how to make a girl's day! Complimentary Asian stir-fry‚Ä¶ https://t.co/zW3mNPyeY3"
"2487","I'm at Woolworths in Mirrabooka, WA https://t.co/exdwxPqhtT"
"2488","Soma Bite Apple &amp; Superseed available at Woolworths! Find them in the Health Food aisle at your local Woolies for... https://t.co/aHjGkMOIVE"
"2489","@iashrafj Hi Ashraf. Please contact our Rewards team on 0861 502 050, and they'll assist you :)"
"2490","Tonight on #TopBilling: @bonang_m &amp; the sensuous new @WOOLWORTHS_SA Distraction lingerie collection!  https://t.co/VgMr8pNaEy"
"2491","Finally found my Yellow Watermelon. My posts on Woolworths Facebook page worked. There were heaps at Woolies QV https://t.co/0DWJ0mOeKm"
"2492","RT @cnbcafrica: S.Africa's Woolworths posts 31% jump in first-half profit
https://t.co/wBmD9nsTDX https://t.co/hI3SCSNb4e"
"2493","RT @SundayTimesZA: Woolworths continues to deliver strong results, increased profits https://t.co/Gbgk8O7HkS https://t.co/ypIgiHQsPc"
"2494","@karlturtle Apologies Karl. We'd like to follow up with the relevant store on this. Kindly provide us with your email address and cell?"
"2495","RT @FNBSA: Blue chip companies Kumba Iron Ore, Woolworths &amp; Anglo American Platinum will report on earnings this week.Read more https://t.c‚Ä¶"
"2496","Flabbergasted! Due to the price of avos. . woolworths - tygervalley have just added an extra R5 to their already pricey avo&amp;toast."
"2497","@DrNomyn Yeah, Ruth and I cook them porridge in winter. Otherwise: they do themselves croissants (Woolworths), cereal, toast."
"2498","@danilo_acquisto @Trenery Now that's how you do summer stripes!"
"2499","Woolworths lifts half-year profits by 47.5% https://t.co/e1gcyoUDzP #Africa #SouthAfrica"
"2500","@WolfkidWookiee @WOOLWORTHS_SA @SA_info Best you answer expediently WW""s SA! Best you do! FACT! @EATegrity_Sonia @Travelwrite1"
"2501","Woolworths continues to deliver strong results, increased profits https://t.co/Gbgk8O7HkS https://t.co/ypIgiHQsPc"
"2502","@Awielicious We'd like to follow up with the relevant store on this, Kindly provide us with your email address and cell?"
"2503","@WolfkidWookiee What the HELL is FR Bulk Eggs?WW's supplies Free Range Eggs in South Africa? Really? @WOOLWORTHS_SA @SA_info @WOOLWORTHS_SA"
"2504","Lettuce salmonella cases reach 143 as Tripod Farmers continues investigation #springst #agchatoz @Coles @woolworths  https://t.co/7NrxYQwtgO"
"2505","RT @WolfkidWookiee: 18 free range eggs @WOOLWORTHS_SA Saturday R80 &amp; Wednesday R105 
OUTRAGEOUS! #BoycottWoolWorths @SA_info @FForensics ht‚Ä¶"
"2506","RT @Jules_Cheetham: A2 @WOOLWORTHS_SA and @FFSA2008 distributing food to our sports programme beneficiaries! #loveinabundance https://t.co/‚Ä¶"
"2507","@WOOLWORTHS_SA i have had similar problems with some of ur veggies before.Its definitely not fresh or the best quality which im used to"
"2508","@WameDre tlhe mona this lady o mpapanketse ke reka Borotho fa Woolworths jst coz of ma looks since ke tswa gym!nxa!"
"2509","@WOOLWORTHS_SA the peaches were tasteless and teeny tiny. i always purchase my fruit from u and this is not ur quality."
"2510","RT @TheKiffness: Woolworths be like ""This flapjack feeds 4 people"". https://t.co/vMzbHg0PR0"
"2511","@WOOLWORTHS_SA I bought a punnet of peaches,grapes and bananas and the bananas were half rotten,the grapes were half rotten and soft"
"2512","meanozbgnr: Woolworths Mobile Free Data This Sunday 14 Feb 2016 https://t.co/hJbx2Tma4P"
"2513","Telstra is now Australia's most valuable brand, overtaking Woolworths #telstra #brandvalue #australianbusiness https://t.co/AorqCNz6SU"
"2514","@vern_a_licious the full explanation omg, well woolworths bottled water is the best shit xD"
"2515","RT @Tessaluv_T: These white ppl in the bank are talking slaughtering animals(our tradition) and why don't black ppl just buy it at woolwort‚Ä¶"
"2516","These white ppl in the bank are talking slaughtering animals(our tradition) and why don't black ppl just buy it at woolworths Ì†ΩÌ∏£Ì†ΩÌ∏¥"
"2517","RT @Jules_Cheetham: A2 @WOOLWORTHS_SA and @FFSA2008 distributing food to our sports programme beneficiaries! #loveinabundance https://t.co/‚Ä¶"
"2518","A2 @WOOLWORTHS_SA and @FFSA2008 distributing food to our sports programme beneficiaries! #loveinabundance https://t.co/OZDeSG9CTG"
"2519","Mouldy cheese in Woolworths fridge https://t.co/iF2qZbiusl"
"2520","@Tracybdbn Our Fresh Mascarpone Full Fat Cream Cheese does not contain Skim Milk. Drop our Foods team a mail on custserv@woolworths.co.za"
"2521","RT @BDliveSA: Woolworths‚Äô interim dividend climbs more than 30% https://t.co/wpSVTcxUtM https://t.co/c1QZTGw9cA"
"2522","Massive growth&gt;&gt; Woolworths continues to show strong growth https://t.co/LnQolst5VH (via ) @Andile_Khumalo"
"2523","""Zuma is our president ... I love him"" just heard this from a @WOOLWORTHS_SA packer. Oh my oh sigh"
"2524","@WOOLWORTHS_SA Yes I did, she promised to handle it. But I don't expect such treatment when I go shopping. Bad security practice."
"2525","RT @glennmcgrath11: Unselfish chocolates available at Woolworths Town Hall this week only. $1 from every box sold donated to @McGrathFdn ht‚Ä¶"
"2526","muncan: Kestrel Potato $0.09 @ Woolworths https://t.co/lpYjAWcWJQ"
"2527","#Woolworths' interim dividend climbs more than 30%. Read more: https://t.co/IADKkVQPS2"
"2528","#Woolworths' interim dividend climbs more than 30%. Read more: https://t.co/nIs4ps8AMQ"
"2529","@WOOLWORTHS_SA how do you link your card?"
"2530","JSE getting smashed Ì†ΩÌ∏£. Woolworths down by 10% #SONA2016"
"2531","@WOOLWORTHS_SA  aweful service at honey dew village. Long que and then a till point not accepting cash ! This store is horrible"
"2532","@Mega1804 Our Foods team would have to answer on this one. Please drop a mail on custserv@woolworths.co.za and our team will revert to you."
"2533","Woolworths down 9.6% ‚Ä¢ I feel for those that went in early this week Ì†ΩÌ∏≠Ì†ΩÌ∏≠Ì†ΩÌ∏≠Ì†ΩÌ∏≠"
"2534","Woolworths continues to show strong growth in South Africa https://t.co/XODvAapQKX via @Fin24"
"2535","Woolworths shares up. Dividends to pay out more. I bet @MmusiMaimane and his DA are grateful for some more zionist funding #continueyourlies"
"2536","@expressoshow @WOOLWORTHS_SA classy"
"2537","@WOOLWORTHS_SA Can someone please explain this to me. Purchased today increase of R4.00Ì†ΩÌ∏° https://t.co/tE66hKsx8R"
"2538","MSHINDI WA WOOLWORTHS AKAB.IDHIWA VOCHA YA TSH MILLIONI 1/= https://t.co/POSZzaLTUg"
"2539","MSHINDI WA WOOLWORTHS AKAB.IDHIWA VOCHA YA TSH MILLIONI 1/= https://t.co/7KolA7iIKx"
"2540","MSHINDI WA WOOLWORTHS AKAB.IDHIWA VOCHA YA TSH MILLIONI 1/= https://t.co/yWvnG7tlJz"
"2541","@WOOLWORTHS_SA as a customer I want to know, Will you be selling US poultry products at your stores? #askingForMyNation #agoa"
"2542","MSHINDI WA WOOLWORTHS AKABIDHIWA VOCHA YA TSH MILLIONI 1/=. https://t.co/5Z3xV9VtW2"
"2543","So, @BDSsouthafrica, how's that @WOOLWORTHS_SA movement going? Were the record dividends and 50% profit growth part of the plan?

#fail"
"2544","RT @tomlowrey: Some of the hail that collected in Queanbeyan this afternoon. Woolworths has closed due to a partial roof collapse. https://‚Ä¶"
"2545","RT @canal_walk: To ensure love is spread a little further this year, get 20% off all Gelish Express Mani‚Äôs in Woolworths between 8 - 14 Feb‚Ä¶"
"2546","RT @BDliveSA: Woolworths‚Äô interim dividend climbs more than 30% https://t.co/wpSVTcxUtM https://t.co/c1QZTGw9cA"
"2547","RT @BDliveSA: Woolworths‚Äô interim dividend climbs more than 30% https://t.co/wpSVTcxUtM https://t.co/c1QZTGw9cA"
"2548","RT @Jenna_McArthur: Special edition soir√©e: a 2016 forecast by @Jackie_Burger_ and collabs @Trend_tank @theblomboy @WOOLWORTHS_SA https://t‚Ä¶"
"2549","RT @Jenna_McArthur: Special edition soir√©e: a 2016 forecast by @Jackie_Burger_ @Trend_tank @theblomboy @WOOLWORTHS_SA and more https://t.co‚Ä¶"
"2550","If you haven't yet, link your Woolies card to a @MySchoolSA beneficiary &amp; you could help schools like @JoburgBlind  https://t.co/1xF33YWO9L"
"2551","Woolworths - The Night Before Christmas (1997, UK) #listbuilding #emailmarketing https://t.co/YIeRpEQCLl"
"2552","RT @sassysissi: Missing millions date back to Woolworths ownership https://t.co/awvtJLgULJ via @smh"
"2553","RT @tomlowrey: @domknight the damage to Woolworths at Queanbeyan is very real. Partial roof collapse. Will be closed for a few hours yet."
"2554","@WOOLWORTHS_SA Your plain full fat cream cheese. Perhaps you should check your mascarpone as well."
"2555","S.Africa's Woolworths posts 31 pct jump in first-half profit - CNBC Africa"
"2556","Woolworths Sees Worsening Outlook as Consumers Feel Pressure https://t.co/rMNri7wG0E"
"2557","Netwerk24: Woolworths belowe klere sal ni√© 30% duurder word - https://t.co/xpEy3PfWwO (Sake) #Afrikaans"
"2558","To ensure love is spread a little further this year, get 20% off all Gelish Express Mani‚Äôs in Woolworths between 8 - 14 February. #CWLove"
"2559","Fun, elegant, classy? What word would you use to describe our presenters' @WOOLWORTHS_SA outfits from this morning? https://t.co/9Y60Y5eNLA"
"2560","Woolworths continues to show strong growth https://t.co/TwVAvBOlsa via @Fin24"
"2561","RT @TheBrolli: Sad day 4 @BDSsouthafrica @bdsfriends  Woolworths‚Äô interim dividend climbs more than 30% https://t.co/ZPS9sAHxtf https://t.c‚Ä¶"
"2562","@Our_DA #BREAKINGNEWS !! @WOOLWORTHS_SA fruit blerry expensive. Was Van Riebeeck &amp; Apartheids fault. @brucebusiness @NandosSA"
"2563","@WOOLWORTHS_SA Thank you!!! That would be great!"
"2564","RT cnbcafrica: S.Africa's Woolworths posts 31% jump in first-half profit
https://t.co/BtfPLPe3YF https://t.co/dK93h9NRRe"
"2565","RT @ACurrentAffair9: In all, Aldi came away with 12 winners, Woolworths 6, &amp; Coles 4! Voting was done online by thousands of consumers &amp; an‚Ä¶"
"2566","RT @cnbcafrica: S.Africa's Woolworths posts 31% jump in first-half profit
https://t.co/wBmD9nsTDX https://t.co/hI3SCSNb4e"
"2567","RT @cnbcafrica: S.Africa's Woolworths posts 31% jump in first-half profit
https://t.co/wBmD9nsTDX https://t.co/hI3SCSNb4e"
"2568","RT @ACurrentAffair9: In all, Aldi came away with 12 winners, Woolworths 6, &amp; Coles 4! Voting was done online by thousands of consumers &amp; an‚Ä¶"
"2569","@WOOLWORTHS_SA That would be great - thank you!!"
"2570","RT @cnbcafrica: S.Africa's Woolworths posts 31% jump in first-half profit
https://t.co/wBmD9nsTDX https://t.co/hI3SCSNb4e"
"2571","RT https://t.co/uEZWyWsupn S.Africa's Woolworths posts 31% jump in first-half profit
https://t.co/ti9RwFtAKX https://t.co/Giz43FD8Z6"
"2572","@gkacunningham i think woolies is right, they had no oblergashuns to compensate her"
"2573","I needed to buy a big bottle of moisturiser and the only one woolies had was this unscented one I hope it doesn't smell weird ugh"
"2574","#saddogsoutsideshops #bulimba #woolies #brisbane  #qld #Australia #igerspicoftheday‚Ä¶ https://t.co/GXwbLMLwue"
"2575","@PlayStation yesterday i bought a membership card from woolies i got home and it does not work i have gone back there and they said"
"2576","Check out the Woolies Sustainable Seafood Guide https://t.co/IYcyU1p5CW #pharrellwithwoolies @WOOLWORTHS_SA #earthcred"
"2577","RT @GarthGodsman: Is it just me, or has that Daily Mail 'woman buys milk from Coles, tries to return it to Woolies' story got bollocks writ‚Ä¶"
"2578","Is it just me, or has that Daily Mail 'woman buys milk from Coles, tries to return it to Woolies' story got bollocks written all over it?"
"2579","Our Featured Business this Week - Sparkarella Costume Hire R200 gift voucher from Woolies.
https://t.co/IQjGvkT3TH https://t.co/jDYk3cAcPc"
"2580","RT @AusSquad5SOS: My local Woolies is playing Jet Black Heart and they're playing it loud! Ì†ΩÌ±äÌ†ºÌøºÌ†ΩÌ±äÌ†ºÌøºÌ†ΩÌ±äÌ†ºÌøº #Vote5SOS #KCA #BestFanArmy #5SOSFam #iHe‚Ä¶"
"2581","@nadinevoncohen I just bought myself some roses from my local Woolies cos I'm worth it."
"2582","Grocery shopping is about to get a whole lot easier. https://t.co/4HIAMSmOHr via @newscomauHQ #shopping #woolies https://t.co/KV5tu7qVfi"
"2583","WORKS A TREAT WHEN IN A RUSH Nine times Woolies and Coles had the worst offers ever - Yahoo7 Finance Australia https://t.co/8Teyl7m8oO"
"2584","Pork sausages run-out sale at Woolies Unley https://t.co/ZRUd0MMy1W"
"2585","Lemme grab breakfast at Woolies because my crush is useless"
"2586","and chooks, both my local Woolies are out of chooks today... https://t.co/tiUCRlYE4y"
"2587","I've been joking but now Jack is learning the plight of the Woolies and I don't feel like I should be joking about it."
"2588","Will Coles and Woolies lift their game? https://t.co/YXQ1Ty5v7P (Business) #melbourne #victoria"
"2589","RT @gbhimani: Guess I need to pack some woolies to head here early morning!  #WorldT20 @ICC  #trophytour #nissan @StarSportsIndia https://t‚Ä¶"
"2590","The good news is, tomorrow chocolates and flowers will be half-price at Woolies...! https://t.co/atUmfw9FZv"
"2591","Valentine's Day: flowers, flowers, flowers, chocolate, that guy who forgot and is desperately going through the flower display at woolies."
"2592","@Chandler_BANG haha cheap enough to hire a steam cleaner from woolies if you're worried"
"2593","@brucerossbrc All Woolies have 2 do 2 cover 3 million in fines is put up product $1 as population growth 24 million, 17 years earlier."
"2594","@CasablancaRic hope you brought your woolies!"
"2595","I walked in to the woolies kids section yesterday and passed by earthchild for my annual contraception intake"
"2596","@ButchullaWoman There is a product at Woolies called Not Bacon. I think it's from sanitarium."
"2597","@bowreality 6-8 woolies"
"2598","@mojo_totoro @ferriaforever would both your methods be like woolies ? I don‚Äôt know what styles there are."
"2599","@bowreality I don't like the woolies winning"
"2600","@Kolin_Quark @spodjr I will indeed. Then the end will come and you'll have a little name tag and a deli hat at woolies."
"2601","@bowreality this is the longest 5 min penalty ever. 5-6 woolies"
"2602","RT @wendy_harmer: Nothing says #ValentinesDay more than sending the partner a pic of the Clairol roots touch up you want him to buy at Wool‚Ä¶"
"2603","RT @RichForrest2: @VVertue1 Mine is the GHunt
There's a lottery down here to see who can run him over in Woolies Carpark

We have maps http‚Ä¶"
"2604","Casula woolies is so big"
"2605","RT @wendy_harmer: Nothing says #ValentinesDay more than sending the partner a pic of the Clairol roots touch up you want him to buy at Wool‚Ä¶"
"2606","RT @RichForrest2: @VVertue1 Mine is the GHunt
There's a lottery down here to see who can run him over in Woolies Carpark

We have maps http‚Ä¶"
"2607","Mine is the GHunt There's a lottery down here to see who can run him over in Woolies  https://t.co/sNi0FrhVIu https://t.co/0ibXGyEdF9"
"2608","@VVertue1 Mine is the GHunt
There's a lottery down here to see who can run him over in Woolies Carpark

We have maps https://t.co/rKAyHRUc0E"
"2609","ran out of juice and milk Ì†ΩÌ∏µ why is woolies so far Ì†ΩÌπÑ"
"2610","RT @wendy_harmer: Nothing says #ValentinesDay more than sending the partner a pic of the Clairol roots touch up you want him to buy at Wool‚Ä¶"
"2611","@MitchHoward43 top of aisle one in your local woolies mate"
"2612","@AmyinSydney @SPN_sil @maphill75 @s_verasani @SPN_France @SalleeTart @DR_SPN_PHD @ruby_zd Amy! Try the vege/caramel woolies ice cream- Yum!"
"2613","Nothing says #ValentinesDay more than sending the partner a pic of the Clairol roots touch up you want him to buy at Woolies. 
#lerv"
"2614","Eating fancy fish &amp; chips.. Outside Woolies. So classy. Ì†ΩÌ∏ã"
"2615","Listening to - The Woolies ~~ Morning Dew #nowplaying"
"2616","Went 2 get a sausage sizzle at Woolies, bloke in front of me bought 4, now a 5min wait till the next batch is ready. https://t.co/stgYLhzukA"
"2617","Woolworths trials locker collection at Bondi Junction station https://t.co/ZZw6Uuam64"
"2618","RT @DeciTM: Since it seems going through a print shop to have my logo on a cap is a pain, I wonder‚Ä¶ Do I know anyone who makes woolies/tuqu‚Ä¶"
"2619","Since it seems going through a print shop to have my logo on a cap is a pain, I wonder‚Ä¶ Do I know anyone who makes woolies/tuques?"
"2620","#Kambah - ‚Äòthe largest suburb in the Sthern Hemisphere‚Äô ‚Äì with the smallest Woolies. My petition  to upgrade shops: https://t.co/sAKbhREJDV"
"2621","@owarisivan I KNOW LIKE THE WOOLIES NEAR MY SWIM TRAINING POOL GIVES OUT FREE FRUIT TO PPL BC Y NOT"
"2622","RT @ursulaisabella: life goals right here tbhÌ†ΩÌ±åÌ†ºÌøºÌ†ΩÌ±åÌ†ºÌøº woolies is damn fine https://t.co/VunderSS7V"
"2623","life goals right here tbhÌ†ΩÌ±åÌ†ºÌøºÌ†ΩÌ±åÌ†ºÌøº woolies is damn fine https://t.co/VunderSS7V"
"2624","@purple_moose Utterly thankful for my warm woolies!"
"2625","@xLilina ya but its rly hard to find chocolate without traces of nuts that i can use :((( i found one in the whole of woolies without any"
"2626","@siferry8 no it was Woolies for the Barnet and Mathers for the breeks Ì†ΩÌ∏Ç"
"2627","@JimSpenceSport Ì†ΩÌ∏ÇÌ†ΩÌ∏Ç top of the high street? Heard u got u got ur hair cut then went to woolies for they troosers"
"2628","When will Coles and Woolies give us what we want? https://t.co/gMC4ErP82q (via juice.li) https://t.co/OaexKN0nSP"
"2629","BUT I GOTTA GO TO WOOLIES. RESTOCK. THEN BAKE ANOTHER FUCKING BATCH. JUST FOR ONE DAMN COOKIE I'M FUCKING DONE WITH MY BROTHER'S SHIT"
"2630","@megrayner Thanks! Might go to Wilsons first and swing by woolies for anything they don‚Äôt have"
"2631","She's big now they giving her PAP not these woolies kids mac n cheese, my aunt ain't hearing it hey."
"2632","Watching #trapped ..... Brrrrrr the not so fun side of snow and murder. Good woolies though."
"2633","What does she do ""@MissDima_: So now my friend bn telling me about this lady at woolies in Sandton and I tried her out today ÔøΩÔøΩÔøΩÔøΩÔøΩÔøΩ"""
"2634","So now my friend  bn telling me about this lady at woolies in Sandton and I tried her out today Ì†ΩÌ∏øÌ†ΩÌ∏øÌ†ΩÌ∏ø"
"2635","The threading lady at woolies thinned my eyebrows so bad Ì†ΩÌ∏øÌ†ΩÌ∏øÌ†ΩÌ∏ø I'm done shaping my brows , no one get it Ì†ΩÌ∏•Ì†ΩÌ∏•Ì†ΩÌ∏•Ì†ΩÌ∏•Ì†ΩÌ∏•Ì†ΩÌ∏•Ì†ΩÌ∏•Ì†ΩÌ∏•Ì†ΩÌ∏•Ì†ΩÌ∏•Ì†ΩÌ∏•Ì†ΩÌ∏•Ì†ΩÌ∏•"
"2636","RT @Lynx60C: @lindajeanne123 @The_Mad_Rebel @popstherock33 @KoichicCheryl @HomeOfUncleSam @abitx2u @sundoghigh woolies are on https://t.co/‚Ä¶"
"2637","As seen in the fruit n veg section at Woolies; strawberries for Valentine's day https://t.co/Ylf0PqIPW3"
"2638","Just had a woolies #LemonSwirl &amp; as I licked my last bite off the spoon I read the list of ingredients..Ì†ΩÌ∏®
Fuck it... I'll have another one."
"2639","@Dog_Loaf I wish I brought home a v day boy so I could march him down to woolies and get me a crunchy choc egg"
"2640","Happy Valentines Day, here is a pic of the numerous amount of chocolate roses waiting to be bought in Woolies Ì†ºÌºπÌ†ΩÌ∏çÌ†ΩÌ∏Ç https://t.co/yuupBBA0ge"
"2641","@9NewsAUS break out the woolies."
"2642","@fanel_2 ... anyways, you still owe me dinner... where I'll be doing the cooking, since we know Woolies is your personal chef Ì†ΩÌ∏Ñ"
"2643","RT @TPineappleCatz: Did you know we sell craft destash too? #Etsy https://t.co/8tJrLrGmus https://t.co/rMMEKDFJb6"
"2644","RT @riqrosss: @shutupzuks @Lebza_M yeah, but they moved to Adderly street opposite Woolies"
"2645","woolies cheese puffs Ì†ΩÌ∏ç"
"2646","It's here! Happy Valentine's Day Team Woolies.. here's one from the team at Bondi NSW https://t.co/S8cGOgiiCj"
"2647","@shutupzuks @Lebza_M yeah, but they moved to Adderly street opposite Woolies"
"2648","New rings from Woolies. 

#Pretty #rings #Woolworths #TreatingMyself https://t.co/JRzUyJjw2b"
"2649","It's really cold outside you guys. #yyz #toronto #woolies #wooldreads #helpme #socold https://t.co/PQGrkOCByi"
"2650","News Bulletin: Top marketer exits Coles; Watchdog wants Woolies... https://t.co/eR5yKI8Odf #dreehemingway"
"2651","Die juice tsa woolies Ì†ΩÌ∏¢Ì†ΩÌ∏¢ monate wateng otswa ka die tsebe Ì†ΩÌπÜ"
"2652","Have u tasted the one from Woolies? It'll change your outlook on life  https://t.co/qzgN7MFQO3"
"2653","RT @Lynx60C: @lindajeanne123 @The_Mad_Rebel @popstherock33 @KoichicCheryl @HomeOfUncleSam @abitx2u @sundoghigh woolies are on https://t.co/‚Ä¶"
"2654","Our #lambswool winter woolies are now up to 50% off. Shop here: https://t.co/cApe6zaRvP #knitwear https://t.co/kbcd3S9S0h"
"2655","RT @gbhimani: Guess I need to pack some woolies to head here early morning!  #WorldT20 @ICC  #trophytour #nissan @StarSportsIndia https://t‚Ä¶"
"2656","RT @Lynx60C: @lindajeanne123 @The_Mad_Rebel @popstherock33 @KoichicCheryl @HomeOfUncleSam @abitx2u @sundoghigh woolies are on https://t.co/‚Ä¶"
"2657","RT @Lynx60C: @lindajeanne123 @The_Mad_Rebel @popstherock33 @KoichicCheryl @HomeOfUncleSam @abitx2u @sundoghigh woolies are on https://t.co/‚Ä¶"
"2658","@lindajeanne123 @The_Mad_Rebel @popstherock33 @KoichicCheryl @HomeOfUncleSam @abitx2u @sundoghigh woolies are on https://t.co/rZaxvQ6p7A"
"2659","RT @gbhimani: Guess I need to pack some woolies to head here early morning!  #WorldT20 @ICC  #trophytour #nissan @StarSportsIndia https://t‚Ä¶"
"2660","@SherylBrowne @BrookCottageBks Wine I'm sure we can do, can we go somewhere warmer though. I hate winter woolies!"
"2661","RT @gbhimani: Guess I need to pack some woolies to head here early morning!  #WorldT20 @ICC  #trophytour #nissan @StarSportsIndia https://t‚Ä¶"
"2662","RT @gbhimani: Guess I need to pack some woolies to head here early morning!  #WorldT20 @ICC  #trophytour #nissan @StarSportsIndia https://t‚Ä¶"
"2663","Guess I need to pack some woolies to head here early morning!  #WorldT20 @ICC  #trophytour #nissan @StarSportsIndia https://t.co/4iFnM4Er4l"
"2664","RT @tariroc_: Guys pls for valentines day can y'all get me a woolies/pick n pay R1000 groceries voucher!"
"2665","There's that ruby juice from Woolies Ì†ΩÌ∏çÌ†ΩÌ∏ç https://t.co/LWvR7eeTn8"
"2666","Guys pls for valentines day can y'all get me a woolies/pick n pay R1000 groceries voucher!"
"2667","@obikeng @Ms_Parlee R45 for 2 avos at Woolies Ì†ΩÌ∏êÌ†ΩÌ∏ê"
"2668","@WOOLWORTHS_SA The driest koeksisters I have ever had from woolies. Very disappointed! https://t.co/uo0A4KAo7K"
"2669","RT @WOOLWORTHS_SA: We donate on your behalf every time you swipe your @MySchoolSA or linked Woolies card. https://t.co/UKvILzMHh1 https://t‚Ä¶"
"2670","@Peterroberts59 yes mate don't use woolies!! You need to use thermals... It's cold out there Ì†ΩÌ∏ÅÌ†ΩÌ∏ÇÌ†ΩÌ±çL"
"2671","Did you know we sell craft destash too? #Etsy https://t.co/8tJrLrGmus https://t.co/rMMEKDFJb6"
"2672","@wookie_wizardry help !
Updating and gets to 100% then woolies error check log (retro)?
Any ideas"
"2673","@ItsFoodPorn @MattMcMuscles Woolies HATE it!"
"2674","Once bought some expensive wine at Woolies cause I thought...you know.  It was bad AF"
"2675","RT @WOOLWORTHS_SA: We donate on your behalf every time you swipe your @MySchoolSA or linked Woolies card. https://t.co/UKvILzMHh1 https://t‚Ä¶"
"2676","@CharelleEvelyn @NeilGodbout Bet you're glad you packed warm woolies for Ottawa. It poured here big time yesterday."
"2677","RT @WOOLWORTHS_SA: We donate on your behalf every time you swipe your @MySchoolSA or linked Woolies card. https://t.co/UKvILzMHh1 https://t‚Ä¶"
"2678","Your woolies cook trash,which one is it. We must report the chefs https://t.co/E8qgdsAE3I"
"2679","But BBQ chicken ya woolies is life https://t.co/E8qgdsAE3I"
"2680","Don't eat kfc, hate woolies chicken, always half cooked. I can stomach nandos. I love chicken licken. I hate chicken https://t.co/UR3Qr6cQno"
"2681","RT @WOOLWORTHS_SA: We donate on your behalf every time you swipe your @MySchoolSA or linked Woolies card. https://t.co/UKvILzMHh1 https://t‚Ä¶"
"2682","We donate on your behalf every time you swipe your @MySchoolSA or linked Woolies card. https://t.co/UKvILzMHh1 https://t.co/xWt5vOpW6n"
"2683","RT @Bhut_Chisana: Chicken Licken/KFC &gt; Nandos/Woolies chicken. You can tag me and my location is also available on request."
"2684","RT @Bhut_Chisana: Akhonto iOverrated ngathi ngula Nandos kunye nala Woolies chicken. Y'all like to hype trash. Ì†ΩÌ∏¥"
"2685","RT @Bhut_Chisana: Chicken Licken/KFC &gt; Nandos/Woolies chicken. You can tag me and my location is also available on request."
"2686","RT @Bhut_Chisana: Akhonto iOverrated ngathi ngula Nandos kunye nala Woolies chicken. Y'all like to hype trash. Ì†ΩÌ∏¥"
"2687","Chicken Licken/KFC &gt; Nandos/Woolies chicken. You can tag me and my location is also available on request."
"2688","Akhonto iOverrated ngathi ngula Nandos kunye nala Woolies chicken. Y'all like to hype trash. Ì†ΩÌ∏¥"
"2689","@WOOLWORTHS_SA I should not have to descale the lightly smoked salmon trout that you have on special Ì†ΩÌ∏°
Bought from woolies Reddam centre."
"2690","The looks a black guy gets here from the white folk when you seen in Woolies?!"
"2691","That awkward moment when you check what The Game has been up to. In a Woolies queue. This older woman judged me so hard..."
"2692","@iancmclaren Wear your woolies. I am in Ottawa now and it is more bitter than an ex wife."
"2693","RT @wrobertsfood: 3 Australian chains will dump disastrous microbeads -  https://t.co/AjEEqKZZuE via @smh"
"2694","Woolies pastry cheese puffs! Ì†ΩÌ∏≠Ì†ΩÌ∏©"
"2695","@tizJul bring your woolies! Mwahahahaha. 

Never this cold ‚Ä¶.usually."
"2696","That's the wonder of Woolies !! #Barbados .. https://t.co/mTtE6sqc0r"
"2697","A little brisk at the Camp Fortune race today, @alpineontario? Wear your woolies! https://t.co/mZsxMojR9h"
"2698","@FidgetTBC Getting out my woolies ‚ùÑÔ∏è‚ùÑÔ∏èÌ†ΩÌ≤®Ì†ΩÌ≤®"
"2699","People complain about Nandos' prices but fail to recall that their chicken are A-grades from Woolies"
"2700","TONIGHT... starting at 8 PM.  ""grab your woolies,"" as Trevor Curran says - and come to Starving Artist.  It's... https://t.co/SkKuny1Md0"
"2701","Use the Deep Durable Curry to help get rid of winter woolies and dried on mud!

Deep so it does‚Ä¶ https://t.co/GPlMuOvdY6"
"2702","@kbmog it is Pick n Pay! I don't even know where Woolies is here. Woolies and my wallet are worst enemies!"
"2703","@nkoc_y stop buying woolies food lol"
"2704","Mood: Woolies chicken smothered in cranberry sauce"
"2705","It's -29 here... sporting my @BlueJays woolies...! https://t.co/MvCkmvoLvO"
"2706","It‚Äôs gonna be a cold ride this morning. Better bring my woolies."
"2707","By the Woolies there?  https://t.co/Uh0uEyxBin"
"2708","I really wish Woolies had sweet potato chips, and our Woolies store stocked mushroom steaks. It would honestly make my life a lot easier"
"2709","Should've bought Woolies lemonade. Sooooo hot RN Ì†ΩÌ∏©"
"2710","Maybe I should go to Woolies buy a tub of tin roof ice cream and chill at home"
"2711","I'll give a shout out to @brianba56550814 as I know he'll be at the Spencer Stadium this afternoon. Put your woolies on Brian!"
"2712","@aluminiumorange 11.45PM and i just finished my food shopping for the fortnight.

woolies shuts at midnight LOL"
